# Output table from Spectronaut filtered for the comparison of Old (18m) vs. Young (y) mouse crypts. Related to Figure 2 and S2.,,,,,,,,,,
,,,,,,,,,,
Comparison (group1/group2),Group,Genes,ProteinDescriptions,ProteinNames,# Unique Peptides,AVG Log Ratio,Absolute AVG Log Ratio,% Change,Ratio,Qvalue
18m / y,P14483,H2-Ab1,"H-2 class II histocompatibility antigen, A beta chain",HB2A_MOUSE,17,1.249768853,1.249768853,137.8033194,2.378033194,3.91E-18
18m / y,P97449,Anpep,Aminopeptidase N,AMPN_MOUSE,62,-0.62445581,0.62445581,-35.133559,0.64866441,2.10E-17
18m / y,Q91WG0,Ces2c,Acylcarnitine hydrolase,EST2C_MOUSE,25,-0.921870232,0.921870232,-47.21756663,0.527824334,2.92E-17
18m / y,Q64464,Cyp3a13,Cytochrome P450 3A13,CP3AD_MOUSE,38,-0.801008105,0.801008105,-42.60520176,0.573947982,6.92E-17
18m / y,Q80VA0,Galnt7,N-acetylgalactosaminyltransferase 7,GALT7_MOUSE,37,0.633755386,0.633755386,55.15986071,1.551598607,1.24E-16
18m / y,Q3TMQ6,Ang4,Angiogenin-4,ANG4_MOUSE,11,1.044195175,1.044195175,106.2215606,2.062215606,1.59E-16
18m / y,Q3TTY0,Plb1,"Phospholipase B1, membrane-associated",PLB1_MOUSE,57,-0.724793553,0.724793553,-39.49163754,0.605083625,1.63E-16
18m / y,Q8C196,Cps1,"Carbamoyl-phosphate synthase [ammonia], mitochondrial",CPSM_MOUSE,131,-0.256549001,0.256549001,-16.29121171,0.837087883,3.80E-16
18m / y,Q8BK48,Ces2e,Pyrethroid hydrolase Ces2e,EST2E_MOUSE,31,-0.805217564,0.805217564,-42.77242277,0.572275772,9.44E-16
18m / y,Q8BH79,Ano10,Anoctamin-10,ANO10_MOUSE,17,0.547485709,0.547485709,46.15363482,1.461536348,1.08E-15
18m / y,P29758,Oat,"Ornithine aminotransferase, mitochondrial",OAT_MOUSE,42,-0.439189523,0.439189523,-26.24511679,0.737548832,1.98E-15
18m / y,Q60604,Scin,Adseverin,ADSV_MOUSE,39,-0.568758488,0.568758488,-32.58032806,0.674196719,2.75E-15
18m / y,P34914,Ephx2,Bifunctional epoxide hydrolase 2,HYES_MOUSE,39,-0.829942286,0.829942286,-43.74482536,0.562551746,1.41E-14
18m / y,Q91Y97,Aldob,Fructose-bisphosphate aldolase B,ALDOB_MOUSE,39,-0.633133709,0.633133709,-35.52256353,0.644774365,1.60E-14
18m / y,P16406,Enpep,Glutamyl aminopeptidase,AMPE_MOUSE,63,-0.582579374,0.582579374,-33.22311851,0.667768815,1.64E-14
18m / y,Q8JZR0,Acsl5,Long-chain-fatty-acid--CoA ligase 5,ACSL5_MOUSE,38,-0.65834862,0.65834862,-36.63968645,0.633603136,1.75E-14
18m / y,P57780,Actn4,Alpha-actinin-4,ACTN4_MOUSE,83,-0.32029596,0.32029596,-19.90944399,0.80090556,2.49E-14
18m / y,Q6P1B1,Xpnpep1,Xaa-Pro aminopeptidase 1,XPP1_MOUSE,37,-0.467595309,0.467595309,-27.68310247,0.723168975,2.85E-14
18m / y,Q64459,Cyp3a11,Cytochrome P450 3A11,CP3AB_MOUSE,27,-1.48004961,1.48004961,-64.15235152,0.358476485,3.43E-14
18m / y,Q61233,Lcp1,Plastin-2,PLSL_MOUSE,30,0.712286294,0.712286294,63.83984931,1.638398493,3.44E-14
18m / y,Q8BMK4,Ckap4,Cytoskeleton-associated protein 4,CKAP4_MOUSE,20,1.136727691,1.136727691,119.8817232,2.198817232,2.28E-13
18m / y,Q5SW19,Cluh,Clustered mitochondria protein homolog,CLU_MOUSE,59,-0.405328125,0.405328125,-24.49354577,0.755064542,2.48E-13
18m / y,P30275,Ckmt1,"Creatine kinase U-type, mitochondrial",KCRU_MOUSE,41,-0.599626839,0.599626839,-34.00753736,0.659924626,7.84E-13
18m / y,Q8VDN2,Atp1a1,Sodium/potassium-transporting ATPase subunit alpha-1,AT1A1_MOUSE,79,-0.374911338,0.374911338,-22.8847197,0.771152803,7.87E-13
18m / y,P04441,Cd74,H-2 class II histocompatibility antigen gamma chain,HG2A_MOUSE,12,1.102390528,1.102390528,114.71017,2.1471017,8.00E-13
18m / y,O08528,Hk2,Hexokinase-2,HXK2_MOUSE,37,0.484518588,0.484518588,39.91189162,1.399118916,1.16E-12
18m / y,P09528,Fth1,Ferritin heavy chain,FRIH_MOUSE,12,-0.854217172,0.854217172,-44.68345988,0.553165401,1.19E-12
18m / y,P40142,Tkt,Transketolase,TKT_MOUSE,56,-0.352524012,0.352524012,-21.67873414,0.783212659,1.61E-12
18m / y,P21447,Abcb1a,Multidrug resistance protein 1A,MDR1A_MOUSE,58,-0.566317976,0.566317976,-32.46618213,0.675338179,1.67E-12
18m / y,P28798,Grn,Granulins,GRN_MOUSE,14,0.964876592,0.964876592,95.18965496,1.95189655,2.27E-12
18m / y,P24270,Cat,Catalase,CATA_MOUSE,40,-0.53352052,0.53352052,-30.91332042,0.690866796,2.73E-12
18m / y,P21981,Tgm2,Protein-glutamine gamma-glutamyltransferase 2,TGM2_MOUSE,35,-0.506181479,0.506181479,-29.59164597,0.70408354,3.50E-12
18m / y,Q9EPE9,Atp13a1,Manganese-transporting ATPase 13A1,AT131_MOUSE,55,0.307046294,0.307046294,23.71721773,1.237172177,3.50E-12
18m / y,Q8QZR3,Ces2a,Pyrethroid hydrolase Ces2a,EST2A_MOUSE,18,-1.038414121,1.038414121,-51.3137638,0.486862362,4.41E-12
18m / y,O08601,Mttp,Microsomal triglyceride transfer protein large subunit,MTP_MOUSE,72,-0.577965677,0.577965677,-33.00922612,0.669907739,5.33E-12
18m / y,P01901,H2-K1,"H-2 class I histocompatibility antigen, K-B alpha chain",HA1B_MOUSE,21,0.759043038,0.759043038,69.23676785,1.692367678,6.22E-12
18m / y,Q04447,Ckb,Creatine kinase B-type,KCRB_MOUSE,23,-0.639270902,0.639270902,-35.79626652,0.642037335,6.72E-12
18m / y,Q8BND5,Qsox1,Sulfhydryl oxidase 1,QSOX1_MOUSE,19,0.822517276,0.822517276,76.84890371,1.768489037,7.99E-12
18m / y,Q922W5,Pycr1,"Pyrroline-5-carboxylate reductase 1, mitochondrial",P5CR1_MOUSE,15,1.089021325,1.089021325,112.729679,2.12729679,8.15E-12
18m / y,P26040,Ezr,Ezrin,EZRI_MOUSE,44,-0.644834936,0.644834936,-36.04340383,0.639565962,8.22E-12
18m / y,Q60864,Stip1,Stress-induced-phosphoprotein 1,STIP1_MOUSE,44,-0.396400154,0.396400154,-24.02483298,0.75975167,1.08E-11
18m / y,Q61391,Mme,Neprilysin,NEP_MOUSE,46,-0.891705096,0.891705096,-46.10232654,0.538976735,1.39E-11
18m / y,Q99MZ6,Myo7b,Unconventional myosin-VIIb,MYO7B_MOUSE,103,-0.314249873,0.314249873,-19.57309396,0.80426906,1.58E-11
18m / y,P30416,Fkbp4,Peptidyl-prolyl cis-trans isomerase FKBP4,FKBP4_MOUSE,49,-0.331776232,0.331776232,-20.544237,0.79455763,1.80E-11
18m / y,Q9DBG7,Srpr,Signal recognition particle receptor subunit alpha,SRPR_MOUSE,29,0.546907067,0.546907067,46.09502669,1.460950267,2.12E-11
18m / y,Q9DC16,Ergic1,Endoplasmic reticulum-Golgi intermediate compartment protein 1,ERGI1_MOUSE,12,0.621259928,0.621259928,53.82179442,1.538217944,5.88E-11
18m / y,D3Z6P0,Pdia2,Protein disulfide-isomerase A2,PDIA2_MOUSE,7,-1.911468506,1.911468506,-73.41781697,0.26582183,6.51E-11
18m / y,Q922D8,Mthfd1,"C-1-tetrahydrofolate synthase, cytoplasmic",C1TC_MOUSE,55,-0.354563236,0.354563236,-21.78936166,0.782106383,8.07E-11
18m / y,Q91W97,Hkdc1,Putative hexokinase HKDC1,HKDC1_MOUSE,57,-0.530407429,0.530407429,-30.76408214,0.692359179,8.58E-11
18m / y,P52480,Pkm,Pyruvate kinase PKM,KPYM_MOUSE,37,-0.411655605,0.411655605,-24.82398248,0.751760175,8.89E-11
18m / y,Q9D312,Krt20,"Keratin, type I cytoskeletal 20",K1C20_MOUSE,56,-0.471237212,0.471237212,-27.86542722,0.721345728,1.94E-10
18m / y,O08832,Galnt4,Polypeptide N-acetylgalactosaminyltransferase 4,GALT4_MOUSE,18,0.501743793,0.501743793,41.59239636,1.415923964,2.10E-10
18m / y,Q9CQ62,Decr1,"2,4-dienoyl-CoA reductase, mitochondrial",DECR_MOUSE,27,-0.407496274,0.407496274,-24.60693513,0.753930649,2.20E-10
18m / y,Q99KI0,Aco2,"Aconitate hydratase, mitochondrial",ACON_MOUSE,60,-0.356310666,0.356310666,-21.88403505,0.781159649,2.55E-10
18m / y,Q9R0N0,Galk1,Galactokinase,GALK1_MOUSE,17,-0.577382803,0.577382803,-32.98215521,0.670178448,3.04E-10
18m / y,Q9D1A2,Cndp2,Cytosolic non-specific dipeptidase,CNDP2_MOUSE,42,-0.513701439,0.513701439,-29.95769042,0.700423096,3.61E-10
18m / y,P07901,Hsp90aa1,Heat shock protein HSP 90-alpha,HS90A_MOUSE,45,-0.40183717,0.40183717,-24.31061815,0.756893819,3.92E-10
18m / y,Q09199,B4galnt2,"Beta-1,4 N-acetylgalactosaminyltransferase 2",B4GN2_MOUSE,34,0.389511943,0.389511943,30.99501787,1.309950179,5.20E-10
18m / y,P35276,Rab3d,Ras-related protein Rab-3D,RAB3D_MOUSE,13,0.874075711,0.874075711,83.28334716,1.832833472,5.36E-10
18m / y,P28843,Dpp4,Dipeptidyl peptidase 4,DPP4_MOUSE,35,-0.679168344,0.679168344,-37.54748153,0.624525185,7.09E-10
18m / y,P09411,Pgk1,Phosphoglycerate kinase 1,PGK1_MOUSE,35,-0.43623659,0.43623659,-26.09399941,0.739060006,8.03E-10
18m / y,Q6P5B0,Rrp12,RRP12-like protein,RRP12_MOUSE,21,0.542824209,0.542824209,45.68215905,1.456821591,9.65E-10
18m / y,P17751,Tpi1,Triosephosphate isomerase,TPIS_MOUSE,21,-0.512799144,0.512799144,-29.91387063,0.700861294,1.08E-09
18m / y,Q8K009,Aldh1l2,Mitochondrial 10-formyltetrahydrofolate dehydrogenase,AL1L2_MOUSE,18,1.394503951,1.394503951,162.8981429,2.628981429,1.08E-09
18m / y,P19157,Gstp1,Glutathione S-transferase P 1,GSTP1_MOUSE,17,-0.683888137,0.683888137,-37.75146184,0.622485382,1.48E-09
18m / y,Q62351,Tfrc,Transferrin receptor protein 1,TFR1_MOUSE,36,0.301587731,0.301587731,23.25000718,1.232500072,1.71E-09
18m / y,Q99L04,Dhrs1,Dehydrogenase/reductase SDR family member 1,DHRS1_MOUSE,25,-0.64917773,0.64917773,-36.23563623,0.637643638,2.17E-09
18m / y,Q6NS46,Pdcd11,Protein RRP5 homolog,RRP5_MOUSE,42,0.458163232,0.458163232,37.37916603,1.37379166,2.17E-09
18m / y,P11499,Hsp90ab1,Heat shock protein HSP 90-beta,HS90B_MOUSE,73,-0.343677521,0.343677521,-21.19699888,0.788030011,2.26E-09
18m / y,O35855,Bcat2,"Branched-chain-amino-acid aminotransferase, mitochondrial",BCAT2_MOUSE,15,0.763151944,0.763151944,69.71945414,1.697194541,2.57E-09
18m / y,Q91YR7,Prpf6,Pre-mRNA-processing factor 6,PRP6_MOUSE,38,0.415150225,0.415150225,33.34375182,1.333437518,2.85E-09
18m / y,P35700,Prdx1,Peroxiredoxin-1,PRDX1_MOUSE,26,-0.32375592,0.32375592,-20.10129196,0.79898708,3.22E-09
18m / y,Q8BSY0,Asph,Aspartyl/asparaginyl beta-hydroxylase,ASPH_MOUSE,29,0.524419844,0.524419844,43.83550531,1.438355053,3.47E-09
18m / y,Q9Z0S1,Bpnt1,"3'(2'),5'-bisphosphate nucleotidase 1",BPNT1_MOUSE,22,-0.509124577,0.509124577,-29.73513264,0.702648674,3.55E-09
18m / y,O08691,Arg2,"Arginase-2, mitochondrial",ARGI2_MOUSE,27,-0.670225739,0.670225739,-37.15916479,0.628408352,3.78E-09
18m / y,P51660,Hsd17b4,Peroxisomal multifunctional enzyme type 2,DHB4_MOUSE,48,-0.374611616,0.374611616,-22.86869722,0.771313028,4.10E-09
18m / y,P46460,Nsf,Vesicle-fusing ATPase,NSF_MOUSE,43,0.277439326,0.277439326,21.20416923,1.212041692,5.51E-09
18m / y,Q5SWT3,Slc25a35,Solute carrier family 25 member 35,S2535_MOUSE,10,0.932477176,0.932477176,90.85502561,1.908550256,6.50E-09
18m / y,P19639,Gstm3,Glutathione S-transferase Mu 3,GSTM4_MOUSE,23,-1.008664608,1.008664608,-50.29939248,0.497006075,6.61E-09
18m / y,O70400,Pdlim1,PDZ and LIM domain protein 1,PDLI1_MOUSE,26,-0.511921763,0.511921763,-29.87123453,0.701287655,7.45E-09
18m / y,O88329,Myo1a,Unconventional myosin-Ia,MYO1A_MOUSE,79,-0.324056745,0.324056745,-20.11795037,0.798820496,7.51E-09
18m / y,O55234,Psmb5,Proteasome subunit beta type-5,PSB5_MOUSE,16,-0.691413462,0.691413462,-38.07531466,0.619246853,9.07E-09
18m / y,P61620,Sec61a1,Protein transport protein Sec61 subunit alpha isoform 1,S61A1_MOUSE,16,0.542615294,0.542615294,45.66106459,1.456610646,1.13E-08
18m / y,Q7M758,Naaladl1,N-acetylated-alpha-linked acidic dipeptidase-like protein,NALDL_MOUSE,31,-0.560168862,0.560168862,-32.17772245,0.678222776,1.13E-08
18m / y,O09131,Gsto1,Glutathione S-transferase omega-1,GSTO1_MOUSE,23,-0.440478951,0.440478951,-26.31100672,0.736889933,1.13E-08
18m / y,Q9ERU9,Ranbp2,E3 SUMO-protein ligase RanBP2,RBP2_MOUSE,117,0.222419262,0.222419262,16.66883721,1.166688372,1.15E-08
18m / y,Q9R0H0,Acox1,Peroxisomal acyl-coenzyme A oxidase 1,ACOX1_MOUSE,54,-0.493270218,0.493270218,-28.9587052,0.710412948,1.25E-08
18m / y,P24549,Aldh1a1,Retinal dehydrogenase 1,AL1A1_MOUSE,35,-0.956042528,0.956042528,-48.4531036,0.515468964,1.38E-08
18m / y,Q62469,Itga2,Integrin alpha-2,ITA2_MOUSE,32,0.293198764,0.293198764,22.53541409,1.225354141,1.40E-08
18m / y,P52196,Tst,Thiosulfate sulfurtransferase,THTR_MOUSE,14,0.699472189,0.699472189,62.39105751,1.623910575,1.41E-08
18m / y,Q9WTI7,Myo1c,Unconventional myosin-Ic,MYO1C_MOUSE,31,0.42575264,0.42575264,34.32730923,1.343273092,1.84E-08
18m / y,P60710,Actb,"Actin, cytoplasmic 1",ACTB_MOUSE,24,-0.647255719,0.647255719,-36.15063039,0.638493696,1.94E-08
18m / y,P68372,Tubb4b,Tubulin beta-4B chain,TBB4B_MOUSE,41,-0.408342242,0.408342242,-24.65113122,0.753488688,1.94E-08
18m / y,Q9QXS1,Plec,Plectin,PLEC_MOUSE,340,-0.127917469,0.127917469,-8.484848081,0.915151519,1.99E-08
18m / y,P11627,L1cam,Neural cell adhesion molecule L1,L1CAM_MOUSE,22,0.408358634,0.408358634,32.71750165,1.327175016,2.09E-08
18m / y,P70441,Slc9a3r1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,NHRF1_MOUSE,32,-0.710387528,0.710387528,-38.88440482,0.611155952,2.37E-08
18m / y,Q9JKR6,Hyou1,Hypoxia up-regulated protein 1,HYOU1_MOUSE,57,0.307751864,0.307751864,23.77773815,1.237777381,2.37E-08
18m / y,O70475,Ugdh,UDP-glucose 6-dehydrogenase,UGDH_MOUSE,39,-0.382560521,0.382560521,-23.29250368,0.767074963,2.59E-08
18m / y,Q8VC30,Tkfc,Triokinase/FMN cyclase,TKFC_MOUSE,32,-0.447653592,0.447653592,-26.67655842,0.733234416,2.90E-08
18m / y,P48758,Cbr1,Carbonyl reductase [NADPH] 1,CBR1_MOUSE,21,-0.481420606,0.481420606,-28.37280287,0.716271971,3.10E-08
18m / y,P12791,Cyp2b10,Cytochrome P450 2B10,CP2BA_MOUSE,18,-1.258093119,1.258093119,-58.19037869,0.418096213,3.47E-08
18m / y,O88531,Ppt1,Palmitoyl-protein thioesterase 1,PPT1_MOUSE,10,0.524575353,0.524575353,43.85101022,1.438510102,4.20E-08
18m / y,P14434,H2-Aa,"H-2 class II histocompatibility antigen, A-B alpha chain",HA2B_MOUSE,8,1.593576193,1.593576193,201.7965247,3.017965247,5.56E-08
18m / y,Q7TPV4,Mybbp1a,Myb-binding protein 1A,MBB1A_MOUSE,54,0.325436532,0.325436532,25.30435288,1.253043529,5.56E-08
18m / y,Q91VE0,Slc27a4,Long-chain fatty acid transport protein 4,S27A4_MOUSE,51,-0.483391911,0.483391911,-28.47060773,0.715293923,5.87E-08
18m / y,P01592,Jchain,Immunoglobulin J chain,IGJ_MOUSE,7,1.6666857,1.6666857,217.484399,3.17484399,6.03E-08
18m / y,Q80Z19,Muc2,Mucin-2 (Fragments),MUC2_MOUSE,100,0.217355877,0.217355877,16.2600857,1.162600857,6.03E-08
18m / y,Q8CCJ3,Ufl1,E3 UFM1-protein ligase 1,UFL1_MOUSE,33,0.451675206,0.451675206,36.76273756,1.367627376,7.50E-08
18m / y,P16330,Cnp,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",CN37_MOUSE,17,0.538924754,0.538924754,45.28892696,1.45288927,7.91E-08
18m / y,Q8R0I0,Ace2,Angiotensin-converting enzyme 2,ACE2_MOUSE,36,-0.855418205,0.855418205,-44.72949135,0.552705087,8.71E-08
18m / y,Q5JCT0,Gcnt3,"Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3",GCNT3_MOUSE,11,0.811236799,0.811236799,75.47150864,1.754715086,9.18E-08
18m / y,Q8BH04,Pck2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial",PCKGM_MOUSE,33,0.275063604,0.275063604,21.00474354,1.210047435,1.15E-07
18m / y,P17182,Eno1,Alpha-enolase,ENOA_MOUSE,37,-0.406648934,0.406648934,-24.56264144,0.754373586,1.16E-07
18m / y,Q8C2Q3,Rbm14,RNA-binding protein 14,RBM14_MOUSE,27,0.302167892,0.302167892,23.2995806,1.232995806,1.24E-07
18m / y,Q61543,Glg1,Golgi apparatus protein 1,GSLG1_MOUSE,64,0.250922203,0.250922203,18.99675259,1.189967526,1.31E-07
18m / y,P07356,Anxa2,Annexin A2,ANXA2_MOUSE,40,-0.37059328,0.37059328,-22.65356405,0.77346436,1.48E-07
18m / y,Q9DC23,Dnajc10,DnaJ homolog subfamily C member 10,DJC10_MOUSE,17,0.526109099,0.526109099,44.0040213,1.440040213,1.70E-07
18m / y,O89001,Cpd,Carboxypeptidase D,CBPD_MOUSE,21,0.537528098,0.537528098,45.14834252,1.451483425,1.75E-07
18m / y,O89053,Coro1a,Coronin-1A,COR1A_MOUSE,14,1.242698789,1.242698789,136.6407924,2.366407924,1.98E-07
18m / y,Q3V3R1,Mthfd1l,"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",C1TM_MOUSE,38,0.479058385,0.479058385,39.38336451,1.393833645,2.22E-07
18m / y,Q99K23,Ufsp2,Ufm1-specific protease 2,UFSP2_MOUSE,15,0.529938638,0.529938638,44.38677825,1.443867783,2.22E-07
18m / y,Q99PG0,Aadac,Arylacetamide deacetylase,AAAD_MOUSE,23,-0.574393034,0.574393034,-32.84312678,0.671568732,2.28E-07
18m / y,Q8BM55,Tmem214,Transmembrane protein 214,TM214_MOUSE,22,0.476885736,0.476885736,39.17361595,1.391736159,2.34E-07
18m / y,Q9R233,Tapbp,Tapasin,TPSN_MOUSE,19,0.474046856,0.474046856,38.90002473,1.389000247,2.62E-07
18m / y,P16858,Gapdh,Glyceraldehyde-3-phosphate dehydrogenase,G3P_MOUSE,31,-0.513172448,0.513172448,-29.93200339,0.700679966,2.64E-07
18m / y,Q99MD9,Nasp,Nuclear autoantigenic sperm protein,NASP_MOUSE,32,-0.442316085,0.442316085,-26.40478289,0.735952171,2.67E-07
18m / y,O09158,Cyp3a25,Cytochrome P450 3A25,CP3AP_MOUSE,25,-1.183782458,1.183782458,-55.98041218,0.440195878,2.88E-07
18m / y,Q8BW75,Maob,Amine oxidase [flavin-containing] B,AOFB_MOUSE,34,-0.623377681,0.623377681,-35.08506606,0.649149339,3.02E-07
18m / y,Q9EQ20,Aldh6a1,"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",MMSA_MOUSE,29,0.35570538,0.35570538,27.96110717,1.279611072,3.24E-07
18m / y,P11032,Gzma,Granzyme A,GRAA_MOUSE,18,1.175351858,1.175351858,125.8479562,2.258479562,3.96E-07
18m / y,P70290,Mpp1,55 kDa erythrocyte membrane protein,EM55_MOUSE,35,-0.650506079,0.650506079,-36.2943197,0.637056803,4.00E-07
18m / y,P13745,Gsta1,Glutathione S-transferase A1,GSTA1_MOUSE,17,-0.941053689,0.941053689,-47.91476689,0.520852331,4.26E-07
18m / y,Q61792,Lasp1,LIM and SH3 domain protein 1,LASP1_MOUSE,18,-0.431417912,0.431417912,-25.84673674,0.741532633,4.43E-07
18m / y,E9Q414,Apob,Apolipoprotein B-100,APOB_MOUSE,79,-0.340681046,0.340681046,-21.03315512,0.789668449,4.73E-07
18m / y,P57016,Lad1,Ladinin-1,LAD1_MOUSE,30,-0.346105754,0.346105754,-21.32952249,0.786704775,5.02E-07
18m / y,Q9EPB4,Pycard,Apoptosis-associated speck-like protein containing a CARD,ASC_MOUSE,19,-0.330444783,0.330444783,-20.47087424,0.795291258,5.32E-07
18m / y,Q9D1M7,Fkbp11,Peptidyl-prolyl cis-trans isomerase FKBP11,FKB11_MOUSE,7,0.790127158,0.790127158,72.92268688,1.729226869,5.73E-07
18m / y,P97350,Pkp1,Plakophilin-1,PKP1_MOUSE,27,0.501996934,0.501996934,41.6172429,1.416172429,6.03E-07
18m / y,Q8C1N8,Defa22,Alpha-defensin 22,DFA22_MOUSE,7,1.172863007,1.172863007,125.4586726,2.254586726,6.49E-07
18m / y,Q61595,Ktn1,Kinectin,KTN1_MOUSE,55,0.281535923,0.281535923,21.54882301,1.21548823,6.68E-07
18m / y,Q62261,Sptbn1,"Spectrin beta chain, non-erythrocytic 1",SPTB2_MOUSE,182,-0.133910745,0.133910745,-8.864233852,0.911357661,7.56E-07
18m / y,P70695,Fbp2,"Fructose-1,6-bisphosphatase isozyme 2",F16P2_MOUSE,16,-0.543543816,0.543543816,-31.39164484,0.686083552,7.64E-07
18m / y,P19001,Krt19,"Keratin, type I cytoskeletal 19",K1C19_MOUSE,57,-0.44668147,0.44668147,-26.6271347,0.733728653,7.86E-07
18m / y,Q9ES64,Ush1c,Harmonin,USH1C_MOUSE,26,-0.489894867,0.489894867,-28.79230131,0.712076987,8.46E-07
18m / y,P55050,Fabp2,"Fatty acid-binding protein, intestinal",FABPI_MOUSE,12,-1.068860531,1.068860531,-52.33046462,0.476695354,8.94E-07
18m / y,Q99LM2,Cdk5rap3,CDK5 regulatory subunit-associated protein 3,CK5P3_MOUSE,19,0.468728483,0.468728483,38.38892416,1.383889242,9.12E-07
18m / y,P97805,Fam3d,Protein FAM3D,FAM3D_MOUSE,10,0.756765723,0.756765723,68.96983593,1.689698359,1.06E-06
18m / y,Q00519,Xdh,Xanthine dehydrogenase/oxidase,XDH_MOUSE,40,-0.457831353,0.457831353,-27.192012,0.72807988,1.07E-06
18m / y,P17742,Ppia,Peptidyl-prolyl cis-trans isomerase A,PPIA_MOUSE,17,-0.447126776,0.447126776,-26.64977868,0.733502213,1.14E-06
18m / y,Q9JIK5,Ddx21,Nucleolar RNA helicase 2,DDX21_MOUSE,61,0.23130399,0.23130399,17.38955034,1.173895503,1.22E-06
18m / y,Q9CYW4,Hdhd3,Haloacid dehalogenase-like hydrolase domain-containing protein 3,HDHD3_MOUSE,16,-0.657511353,0.657511353,-36.60290469,0.633970953,1.51E-06
18m / y,P24527,Lta4h,Leukotriene A-4 hydrolase,LKHA4_MOUSE,39,-0.305511624,0.305511624,-19.08447854,0.809155215,1.55E-06
18m / y,Q8CIE6,Copa,Coatomer subunit alpha,COPA_MOUSE,69,0.251316756,0.251316756,19.02930066,1.190293007,1.71E-06
18m / y,P16546,Sptan1,"Spectrin alpha chain, non-erythrocytic 1",SPTN1_MOUSE,216,-0.127124056,0.127124056,-8.434505342,0.915654947,1.72E-06
18m / y,Q6DFW4,Nop58,Nucleolar protein 58,NOP58_MOUSE,30,0.367746234,0.367746234,29.0335504,1.290335504,1.73E-06
18m / y,P70195,Psmb7,Proteasome subunit beta type-7,PSB7_MOUSE,9,-0.698411822,0.698411822,-38.37497731,0.616250227,1.74E-06
18m / y,P30681,Hmgb2,High mobility group protein B2,HMGB2_MOUSE,15,-0.40688622,0.40688622,-24.57504791,0.754249521,1.90E-06
18m / y,P01837,NaN,Ig kappa chain C region,IGKC_MOUSE,9,1.300309539,1.300309539,146.2817182,2.462817182,2.00E-06
18m / y,Q9D154,Serpinb1a,Leukocyte elastase inhibitor A,ILEUA_MOUSE,31,-0.368024379,0.368024379,-22.51571626,0.774842837,2.00E-06
18m / y,P70349,Hint1,Histidine triad nucleotide-binding protein 1,HINT1_MOUSE,11,-0.598290205,0.598290205,-33.94636806,0.660536319,2.13E-06
18m / y,P50431,Shmt1,"Serine hydroxymethyltransferase, cytosolic",GLYC_MOUSE,28,-0.31584239,0.31584239,-19.66182411,0.803381759,2.16E-06
18m / y,Q9QYE6,Golga5,Golgin subfamily A member 5,GOGA5_MOUSE,37,0.281689644,0.281689644,21.56177483,1.215617748,2.20E-06
